property_company,developer,property_fee,house_type,surr_envi,surr_school,surr_trafic,surr_business,surr_entertain,id
自理物业,,1.2 元/平米*月,住宅,其它配套：中邦商务酒店、怡景湾酒店、海滨泳场、海滨浴场、景山公园场,实验中学 九洲小学,2路、4路、13路交通银行站台下,金碧时代广场、华润万家商场、百货商场、免税商场、海天城购物广场等；万富泉,迪克酒店、珠海电台、喜相逢娱乐城、柒玖捌KTV、风雅树咖啡厅、新华书店等,536
,,,,,,,,,542
,,0.0 元/平米*月,住宅,,,,,,485
,,0.0 元/平米*月,住宅,"华润万家便利超市,　华润万家,　和大福百货珠海园林店,　三叶茗茶,　园林平价商场、珠海百货、免税商场、国贸；,　邮局：吉大邮政营业厅；,　银行：农业银行、中国银行；珠海商业银行，光大，工行，东亚银行","金宝贝早教中心,　新爱婴早教中心,　海贝国际幼儿园,　艾尔学生托管中心、珠海技工学校； 中小学:吉大小学、景园小学、市四中； 幼儿园:紫荆花幼儿园",2路、3路、13路、20路、23路、25路、25A路、26路、40路、43路、202路、206路、605路，到吉大站,"华润万家便利超市,　华润万家,　和大福百货珠海园林店,　三叶茗茶,　园林平价商场吉大市场",免税商场、百货广场、国贸购物广场；,487
,,0.0 元/平米*月,住宅,,,,,,301
,,0.0 元/平米*月,住宅,白莲洞公园、吉莲市场,四中、吉莲小学,60路、69路、9路到国土资源局,万业百货，港华百货,白莲洞公园，金殿,471
,,0.0 元/平米*月,住宅,,,,,,473
,,,,,,,,,480
街道办,港务局,0.5 元/平米*月,住宅,九洲港，海滨公园，海滨游场，,九洲小学，实验中学,25.12.22.3.4.99.23.,金碧时代广场、华润万家商场、百货商场、免税商场、海天城购物广场等；万富泉,迪克酒店、珠海电台、喜相逢娱乐城、柒玖捌KTV、风雅树咖啡厅、新华书店等,482
,,0.0 元/平米*月,别墅,,,,,,590
,,0.0 元/平米*月,住宅,传统医学研究所、仁和骨科医院,中小学:金钟小学、恩溢小学、市四中； 幼儿园:竹苑幼儿园,2路、21路、25路、40路、60路、69路、202路、206路、605路，到竹苑站；10路、10K路、12路、22路、609路到隧道南巴士站,拱北万家、迎宾广场、沃尔玛超市,白莲洞公园、板障山森林公园、华侨宾馆,569
,,0.0 元/平米*月,住宅,"得一超市吉莲店,　亮兴茶叶超市,　万业百货,　和大福百货吉大店,　100+SHOP便利超市白莲店、杨氏自然康复医疗所,　珠海九龙医院有限公司,　吉大社区卫生服务中心,　莲花社区卫生站,　吉莲社区卫生站","金路育才幼儿园,　南山幼儿园,　珠海市东方中英文幼儿园",9路石花西巴士站,吉莲市场，万业百货，九州城，免税等,白莲洞公园、联通大厦,567
,,0.0 元/平米*月,住宅,,,,,,561
,,0.0 元/平米*月,住宅,,,,,,616
,,11.0 元/平米*月,写字楼,东亚银行,吉大小学,2;3;13;20;23;25;26;40;43;202;206;605;观光01线;观光02线,免税百货，新天地购物城、免税商场、百货广场、国贸购物广场；,九洲城、免税商场、百货广场、国贸购物广场；,626
,,0.0 元/平米*月,写字楼,吉大中医院，免税商场，国贸，九州城,实验中学 九洲小学,3路、4路、12路、23路，到海滨南站；40路、20路、60路，到吉大总站,金碧时代广场、华润万家商场、百货商场、免税商场、海天城购物广场等；,凯迪克酒店、珠海电台、喜相逢娱乐城、柒玖捌KTV、风雅树咖啡厅、新华书店等,631
,,5.0 元/平米*月,写字楼,"市口腔医院吉大门诊部,　广东省中医院珠海医院-门诊部,　广东省中医院珠海医院,　中医院,　广东省中医院珠海医院-住院部","吉大小学,　景园小学,　吉莲小学, 吉大小学,　景园小学,　吉莲小学珠海市第四中学",2路、12路、21路、22路、40路、605路、206路，603路、992路、K7到中电大厦站,珠海免税商场、百货广场、海天百货、吉大电脑城，万业百货等,吉莲市场、白莲洞公园、板障山他主王公园、海滨公园、石景山公园、珠海博房物馆、珠海书城、吉大影剧院等；,1275
街道办,,0.5 元/平米*月,住宅,九洲港，海滨公园，海滨游场，,实验中学 九洲小学,4路、43路20路，到海滨南站；40路、25路、60路、202路，到吉大总站；,金碧时代广场、华润万家商场、百货商场、免税商场、海天城购物广场等；,、免税商场、国贸购物广场；迪克酒店、珠海电台、喜相逢娱乐城、柒玖捌KTV、风雅树咖啡厅、新华书店等,1285
,,0.0 元/平米*月,住宅,,,,,,3462
,,0.0 元/平米*月,住宅,九洲城   景山社区,吉大小学  吉莲新村,23路 60路  9路 69路,免税  家乐福 珠海百货,麦当劳  必胜客 星巴克,3521
,,,,,,,,,3669
,,,,,,,,,4135
,,0.0 元/平米*月,厂房,,,,,,4138
,,0.0 元/平米*月,住宅,邮政大厦 吉莲市场 华润银行,吉莲小学 四中,2.15.23.4.202.603.999.992 路到中电大厦站下车，步行200米,万业百货 珠海百货,珠海百货 景山市区公园 白莲洞公园 食得乐 金殿KTV,4139
,,0.0 元/平米*月,住宅,南山社区卫生站，火宫殿、石花门诊部、官村社区卫生服务站,快乐童年培训托管中心、 金钟小学、市四中； 幼儿园:竹苑幼儿园,2路、12路、21路、22路、25路、40路火宫殿巴士站,华润万家、迎宾广场、沃尔玛,白莲洞公园、华侨宾馆、银都酒店、板障山森林公园等,4161
无物业,洲仔村,0.0 元/平米*月,住宅,其他：吉大市场、吉莲市场海滨公园、海滨泳场、石景山公园等,"幼儿园：龙洲幼儿园；中小学：九州小学,实验中学；",交通指引：02观光线、3路、4路、12路、23路、25路，到洲仔站,珠海工业技工学校；商场：免税商场、百货广场、国贸购物广场,医院：中医院、阳光医院；邮局：吉大邮政局（九洲大道）；银行：农信合作社、中国银行、农业银行、建设银行、工商银行、光大银行,4174
自理管理,,1.2 元/平米*月,住宅,阳光医院、九洲医院、南山社区卫生服务站，华润万家、免税商场、珠海百货、海天购物广场等。,小学、九洲小学、吉莲小学、珠海市实验中学、珠海市第四中学；,4路、20路、43路等，到海滨南站； 9路、25路到君怡花园站,光大国际贸易中心、九洲水会、国际会议中心、麦当劳,金碧时代广场、华润万家、免税商场、珠海百货、海天购物广场等,4209
金色物业,金色,3.5 元/平米*月,写字楼,海滨公园；海滨泳场,实验中学；九洲小学,4路、20路、43路等，到海滨南站；   9路、25路到君怡花园站,"免税商场,金碧时代广场、华润万家、免税商场、珠海百货、国贸购物广场等；",喜相逢,4211
,,0.0 元/平米*月,写字楼,,,,,,4216
边检管理,边检局,0.8 元/平米*月,住宅,海滨公园，海滨游场，渔女，九洲港,九洲小学，实验中学,99.12.3.4.23.25.21,万福泉 金碧时代广场、华润万家商场、百货商场、免税商场、国贸购物广场等；,迪克酒店、珠海电台、喜相逢娱乐城、柒玖捌KTV、风雅树咖啡厅、新华书店等,1495
,,0.0 元/平米*月,住宅,,,,,,1512
,,0.0 元/平米*月,住宅,,,,,,2060
,,0.7 元/平米*月,写字楼,旁边是吉大市场 吉大公交站 交通方便,四中   吉大小学,前面就是吉大巴士站 2、3、13、20、23、25、26、40、43、202、206路,前面是吉大市场 百佳超市广场 九州城 免税,珠海免税、珠海百货、海天城,2891
,,0.0 元/平米*月,写字楼,,,,,,2897
街道办,工商银行,0.0 元/平米*月,住宅,九洲港，海滨公园，海滨游场，渔女,九洲小学，实验中学,3.4.12.25.,金碧时代广场、华润万家商场、百货商场、免税商场、海天城购物广场等；,迪克酒店、珠海电台、喜相逢娱乐城、柒玖捌KTV、风雅树咖啡厅、新华书店等,3456
,,0.0 元/平米*月,住宅,,,,,,3457
,,0.0 元/平米*月,住宅,,,,,,6550
,,0.0 元/平米*月,写字楼,,,,,,6590
,,0.0 元/平米*月,写字楼,,,,,,6591
,,0.0 元/平米*月,写字楼,,,,,,6679
,,10.0 元/平米*月,写字楼,,,,,,6744
,,0.0 元/平米*月,写字楼,,,,,,6749
,,0.0 元/平米*月,住宅,,,,,,6830
,,0.0 元/平米*月,商铺,九洲港，海滨公园，海滨游场，,海湾小学、九洲中学,3路、12路、23路、25路、99路、L1路,万富泉、金碧时代广场、华润万家商场、百货商场、免税商场、海天城购物广场等；,凯迪克酒店、珠海电台、喜相逢娱乐城、柒玖捌KTV、风雅树咖啡厅、金碧时代广场、新华书店等,6856
,,0.0 元/平米*月,写字楼,,,,,,6863
,,0.0 元/平米*月,住宅,,,,,,6935
,,0.0 元/平米*月,写字楼,,,,,,6936
,,1.2 元/平米*月,住宅,,,,,,42892
,,0.0 元/平米*月,酒店公寓,,,,,,42910
,,0.7 元/平米*月,住宅,"珠海免税商场、百货广场、海天百货、吉大电脑城,　银行：中国银行、工商银行、建设银行、商业银行、交通银行","珠宾幼儿园,　海莲艺术幼儿园、吉大小学,　景园小学,　吉莲小学, 吉大小学,　景园小学,　吉莲小学珠海市第四中学",2路、9路、12路、21路、40路、605路、603路、22路、202路、206路、992路等，到中电大厦,万业百货，吉莲市场，,免税商场、百货广场、国贸购物广场；白莲洞公园,5969
,,0.0 元/平米*月,住宅,,,,,,6019
,,2.0 元/平米*月,写字楼,,,,,,6094
第一太平洋戴维斯,澳门恒和企业集团,6.0 元/平米*月,酒店公寓,生活娱乐配套：白莲洞公园、海滨公园、石景山公园、城市之心广场、环球时代影城；医院配套：珠海市中医院、珠海九龙医院等医疗资源分布四周,教育配套：九洲小学、吉莲小学、景园小学、吉大小学、东方幼儿园、珠海第四中学、珠海市九州中学、珠海市技师学院,2路、12路、22路、40路、992等。,商业配套：富华里，沃尔玛，摩尔广场，珠海百货、免税商场，九州城，拱北关口口岸,酒店配套：星城酒店、假日酒店、新恒安酒店、中天酒店,6108
珠海市万科物业服务有限公司,珠海财富贸易有限公司,4.9 元/平米*月,住宅,周边超过20家银行总部（中农工建交等），约458家金融企业、保险公司，证券机构等。多家名企总部都在项目附近。步行可至多家政务机构。周边星级酒店林立，国宾级会客厅、商务会馆、顶楼停机坪等资源随时共享。,教育配套：九洲小学、吉莲小学、景园小学、吉大小学、东方幼儿园、珠海第四中学、珠海市九州中学、珠海市技师学院,项目经情侣南路快速到达港珠澳大桥，畅达广珠轻轨站，通达九州港码头，半小时经深中通道，直抵深圳，形成粤港澳生活圈。,免税商场/国贸/珠海百货/富华里/摩尔广场等型购物天堂，多重商圈交叉覆盖核心,酒店配套：星城酒店、假日酒店、新恒安酒店、中天酒店,6130
,,0.8 元/平米*月,住宅,,,,,,6141
,,0.0 元/平米*月,酒店公寓,,,,,,6168
,,0.0 元/平米*月,住宅,,,,,,6176
,,0.0 元/平米*月,厂房,,,,,,6357
,,0.0 元/平米*月,写字楼,,,,,,6377
,,0.0 元/平米*月,住宅,,,,,,6380
仲星联行物业管理有限公司,珠海经济特区三联企业(集团)有限公司,0.0 元/平米*月,写字楼,,珠宾幼儿园（280米），建才幼儿园（468米），海贝国际幼儿园（520米），红黄蓝亲子园(香洲海贝园)（581米），南山幼儿园（615米），九洲幼儿园（626米），吉大小学（773米）,12路、3A路、3路、21路、992路、9路、25路、23路、4路、60路、69路、22路、26路、K7路、43路、20路、603路、K10路、202路、40路、206路、K3路、13路、2A路、605路等到交行大厦、免税商场、烟墩山、君怡花园、珠海电台、景乐南、高级技校、通信大厦、度假村、吉大、九洲城、吉大总站、光大国贸等,广欣批发部（99米），心有客（198米），宏山商场（235米），永得润商行（237米），MINI艾薯仓储店（283米），刘敏商店（283米），大港批发部（333米）,,6451
,,0.0 元/平米*月,酒店公寓,物资大厦，九洲城，中医院，海滨公园等；,景山小学   实验中学,吉大汽车总站旁，珠海电台  ，海滨南等,珠海百货， 珠海免税商场，珠海国贸商场   ,楼下湖南大食堂，喜相逢,6471
